,length,tweets
1089,115,元プロボクシング世界王者・辰吉丈一郎の名前は、元ボクサーの父が、矢吹丈にちなんで命名したものである。奇しくも辰吉もまたジョーと同じくバンタム級を代表する一選手であった。- あしたのジョー http://ja.wikipedia.org/wiki/%E3%81%82%E3%81%97%E3%81%9F%E3%81%AE%E3%82%B8%E3%83%A7%E3%83%BC
1090,67,奇しくも高田氏も「プロ相場師の思考術」において全く同じ旨のことを書いている。- 高田智也 http://ja.wikipedia.org/wiki/%E9%AB%98%E7%94%B0%E6%99%BA%E4%B9%9F
1091,114,このように、主人公3人の名前に4人のメンバーが使われているが、何故か中居だけ使われていない。また、元メンバーである森は奇しくもこの作品の発売時期に脱退している。- レッスルエンジェルス http://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%83%E3%82%B9%E3%83%AB%E3%82%A8%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AB%E3%82%B9
1092,130,その挨拶として鷺宮の部屋へ訪れた時に強姦を受け、元々いた子供に代わって光流を身篭ってしまう。後に本来の夫との間に設けていた、戒を出産したものの、奇しくも、光流か光流の能力をレセプトした戒によって殺害される。- E'S http://ja.wikipedia.org/wiki/E%27S
1093,121,奇しくも、これがclassにとって最後のステージとなってしまった。津久井克行は出演から2ヶ月後の10月2日、がんのため逝去（享年49）。- 神宮外苑花火大会 http://ja.wikipedia.org/wiki/%E7%A5%9E%E5%AE%AE%E5%A4%96%E8%8B%91%E8%8A%B1%E7%81%AB%E5%A4%A7%E4%BC%9A
1094,205,奇しくもノリダーと同時期に放送されていた仮面ライダーBLACKにおいては、主人公の愛車としてスズキ・GSX-R400が使用されていた。- 仮面ノリダー http://ja.wikipedia.org/wiki/%E4%BB%AE%E9%9D%A2%E3%83%8E%E3%83%AA%E3%83%80%E3%83%BC
1095,102,ZERO-ONEのリングでは、2月29日に大森隆男と対戦して勝利。4月25日には、橋本とタッグを結成して勝利を収めたが、奇しくもこれが最後となった。- 武藤敬司 http://ja.wikipedia.org/wiki/%E6%AD%A6%E8%97%A4%E6%95%AC%E5%8F%B8
1096,129,そして紀元前183年頃に死去したと言われている。奇しくも彼の死と同時期に、最大のライバルであったハンニバルもローマの度重なる追及によって亡命を繰り返した末、カルタゴから遠く離れたビテュニアで自害した。- 大スキピオ http://ja.wikipedia.org/wiki/%E5%A4%A7%E3%82%B9%E3%82%AD%E3%83%94%E3%82%AA
1097,139,作中に登場人物が「2013年に発行された、最後の紙製の百科事典」を手に取るシーンがあるが、奇しくも2012年にブリタニカ百科事典が2010年度版をもって書籍版の発行を終了することを発表した。- はたらく☆少女 てきぱきワーキン・ラブ http://ja.wikipedia.org/wiki/%E3%81%AF%E3%81%9F%E3%82%89%E3%81%8F%E2%98%86%E5%B0%91%E5%A5%B3%20%E3%81%A6%E3%81%8D%E3%81%B1%E3%81%8D%E3%83%AF%E3%83%BC%E3%82%AD%E3%83%B3%E3%83%BB%E3%83%A9%E3%83%96
1098,129,引退時のNHL在籍年数20年は、当時の最長在籍記録であった（なお、奇しくも引退の年、後にやはりNHLで長期にわたって活躍することとなるミスター・ホッケー、ゴーディ・ハウがプロ入りしている。- ディット・クラッパー http://ja.wikipedia.org/wiki/%E3%83%87%E3%82%A3%E3%83%83%E3%83%88%E3%83%BB%E3%82%AF%E3%83%A9%E3%83%83%E3%83%91%E3%83%BC
1099,109, 師である安岡だけでなく、犯人にも紫音の才能を明かしたこと、対局の最中亡くなってしまったことが、奇しくも石渡夫妻殺人事件の引き金となってしまった（アニメ版）。- しおんの王 http://ja.wikipedia.org/wiki/%E3%81%97%E3%81%8A%E3%82%93%E3%81%AE%E7%8E%8B
1100,147,奇しくも、SD版再放送を行った系列外局はMBSが開局支援した局（テレビ大阪）と、1975年3月31日の朝日放送とのネットチェンジ以前にMBSと系列関係があったテレビ朝日系の基幹局（NETテレビ時代に開局）である。- 超時空要塞マクロス http://ja.wikipedia.org/wiki/%E8%B6%85%E6%99%82%E7%A9%BA%E8%A6%81%E5%A1%9E%E3%83%9E%E3%82%AF%E3%83%AD%E3%82%B9
1101,119,そんな危険な物体Zをジラフは間違って捨ててしまい、その上物体Zは他のゴミと共にアロン星の焼却工場へと運ばれてしまう。奇しくもその工場の持ち主は、旧宇宙便利舎の社長であった。- 宇宙船サジタリウス http://ja.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E8%88%B9%E3%82%B5%E3%82%B8%E3%82%BF%E3%83%AA%E3%82%A6%E3%82%B9
1102,136,「大地真」と「天堂誠」。奇しくも同じ「マコト」の名を持つ2人のボクサーが、今宵、WBC世界ウェルター級タイトルマッチにおいて、チャンピオンの座を手に入れるために相見えた。- マコトの王者 ～REAL DEAL CHAMPION～ http://ja.wikipedia.org/wiki/%E3%83%9E%E3%82%B3%E3%83%88%E3%81%AE%E7%8E%8B%E8%80%85%20%E3%80%9CREAL%20DEAL%20CHAMPION%E3%80%9C
1103,55,その日のヒーローインタビューは、奇しくも矢野だった。- 水樹奈々 http://ja.wikipedia.org/wiki/%E6%B0%B4%E6%A8%B9%E5%A5%88%E3%80%85
1104,80,奇しくも昨季リーグカップ決勝戦が、対戦相手リヴァプールに対するトライアルの形となった。- ジェイソン・マカティア http://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%A7%E3%82%A4%E3%82%BD%E3%83%B3%E3%83%BB%E3%83%9E%E3%82%AB%E3%83%86%E3%82%A3%E3%82%A2
1105,189,長期的な視点から球界全体の発展を唱える一方、ワンマンオーナーとして現場にも介入し、リーグ優勝しながら日本シリーズの敗退を一因として就任一年目の監督が辞任するなど、奇しくも類似する点が見られる。- 田村駒治郎 http://ja.wikipedia.org/wiki/%E7%94%B0%E6%9D%91%E9%A7%92%E6%B2%BB%E9%83%8E
1106,133, みなみの紹介でバイオリンに興味を持ったはるかと会った際に、自分のバイオリンをはるかに1つ譲ることを決めた。この時はるかが選んだバイオリンは、奇しくも錦戸が一番最初に作ったバイオリンであった。- Go!プリンセスプリキュア http://ja.wikipedia.org/wiki/Go%21%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%83%97%E3%83%AA%E3%82%AD%E3%83%A5%E3%82%A2
1107,47,奇しくも聖マッスルに瓜二つの金像。- 聖マッスル http://ja.wikipedia.org/wiki/%E8%81%96%E3%83%9E%E3%83%83%E3%82%B9%E3%83%AB
1108,78,アイナは奇しくも同時刻に審問会で証言するシローと同じ言葉を主張。- 機動戦士ガンダム 第08MS小隊の登場人物 http://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0%20%E7%AC%AC08MS%E5%B0%8F%E9%9A%8A%E3%81%AE%E7%99%BB%E5%A0%B4%E4%BA%BA%E7%89%A9
1109,110,マハルから放たれた光の矢はレビルとデギンをこの世から消し去る。連邦軍は最終決戦を前に主力の3分の1を失い、奇しくもWBを中心に連邦艦隊の残存部隊が集結する。- 機動戦士ガンダム http://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0
1110,105,2001年（平成13年）8月4日、奇しくも渥美清の5回目の命日に、柴又八幡神社古墳において帽子や顔の輪郭などが「寅さん」にそっくりな埴輪が出土した。- 男はつらいよ http://ja.wikipedia.org/wiki/%E7%94%B7%E3%81%AF%E3%81%A4%E3%82%89%E3%81%84%E3%82%88
1111,190,奇しくも大虐殺を追悼するヨム・ハショアの記念日に挙行された献堂式の朝には国内のテレビ局や新聞に加え、オランダからもテレビ局の取材が入った。- アンネのバラの教会 http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%8D%E3%81%AE%E3%83%90%E3%83%A9%E3%81%AE%E6%95%99%E4%BC%9A
1112,110,国内同セグメントにおいて絶大な支持を受けているヒュンダイ・ソナタ（YF型）。奇しくも同日、ソナタには2.4L直噴エンジン搭載のグレードを追加している。- ルノーサムスン・SM5 http://ja.wikipedia.org/wiki/%E3%83%AB%E3%83%8E%E3%83%BC%E3%82%B5%E3%83%A0%E3%82%B9%E3%83%B3%E3%83%BBSM5
1113,93,奇しくも、ウダイが負傷した左足の傷は、かつて自分が銃撃で負傷させた叔父ワトバーンの足の傷と同じ位置にあった。- ウダイ・サッダーム・フセイン http://ja.wikipedia.org/wiki/%E3%82%A6%E3%83%80%E3%82%A4%E3%83%BB%E3%82%B5%E3%83%83%E3%83%80%E3%83%BC%E3%83%A0%E3%83%BB%E3%83%95%E3%82%BB%E3%82%A4%E3%83%B3
1114,120,年末の罰ゲーム企画に向けて#301から現在までの名場面をクイズで振り返った。奇しくも、水樹のNHK紅白歌合戦初出場決定報告と重なり二つの意味で記念すべき回となった。- 水樹奈々 スマイル・ギャング http://ja.wikipedia.org/wiki/%E6%B0%B4%E6%A8%B9%E5%A5%88%E3%80%85%20%E3%82%B9%E3%83%9E%E3%82%A4%E3%83%AB%E3%83%BB%E3%82%AE%E3%83%A3%E3%83%B3%E3%82%B0
1115,89,なお、就任最初の試合は奇しくも古巣トッテナムであり、敵地ホワイト・ハート・レーンにおいて4-1で勝利している。- クリス・ヒュートン http://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%BB%E3%83%92%E3%83%A5%E3%83%BC%E3%83%88%E3%83%B3
1116,116,同時期は、東宝で『ゴジラ対ヘドラ』、大映で『ガメラ対深海怪獣ジグラ』が上映されたが、どちらもテーマは「公害」。奇しくも「公害」をテーマとした怪獣物が上映される事となった。- スペクトルマン http://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%9A%E3%82%AF%E3%83%88%E3%83%AB%E3%83%9E%E3%83%B3
1117,103,しかし復帰の願いも空しく、逸見は同年12月25日に死去。当日19時からは追悼特番が放送された。ちなみに当日は、奇しくも放送日である土曜日であった。- 平成教育委員会 http://ja.wikipedia.org/wiki/%E5%B9%B3%E6%88%90%E6%95%99%E8%82%B2%E5%A7%94%E5%93%A1%E4%BC%9A
1118,131,1972年頃、うしおそうじ主宰のピー・プロダクション制作、フジテレビをキー局とした企画があったという。この際にドラえもんの声優として挙がっていたのが、奇しくも大山のぶ代だった。- ドラえもんの派生作品 http://ja.wikipedia.org/wiki/%E3%83%89%E3%83%A9%E3%81%88%E3%82%82%E3%82%93%E3%81%AE%E6%B4%BE%E7%94%9F%E4%BD%9C%E5%93%81
1119,98,奇しくもこの年は歩崎観音のご開帳の年にあたり、村長の要請からすぐに話が進み、真如苑の包括寺院として登記が済ませられ、その月に大祭を行った。- 歩崎観音 http://ja.wikipedia.org/wiki/%E6%AD%A9%E5%B4%8E%E8%A6%B3%E9%9F%B3
1120,93,奇しくも同じ博士課程にいた学生が1999年1月にエジプト調査を予定しており、助手にスミスを雇おうと考えていた。- エルンスト・シュトローマー http://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%AB%E3%83%B3%E3%82%B9%E3%83%88%E3%83%BB%E3%82%B7%E3%83%A5%E3%83%88%E3%83%AD%E3%83%BC%E3%83%9E%E3%83%BC
1121,102,奇しくもスティーブ・ウィリアムスから食らったこの殺人バックドロップがきっかけで、全日マットでは脳天から叩き落とす危険な技の応酬のスタートとなった。- 小橋建太 http://ja.wikipedia.org/wiki/%E5%B0%8F%E6%A9%8B%E5%BB%BA%E5%A4%AA
1122,108,奇しくもこの日は同年3月29日まで時差ネットで放送されていた沖縄テレビが同時ネットに格上げされ、FNS28局フルネット放送になったばかりだった。- 笑っていいとも!増刊号 http://ja.wikipedia.org/wiki/%E7%AC%91%E3%81%A3%E3%81%A6%E3%81%84%E3%81%84%E3%81%A8%E3%82%82%21%E5%A2%97%E5%88%8A%E5%8F%B7
1123,131,本来の小平のスペルは「Deng Xiaoping」=ダン・シャオピン）となっている。なお、開発当時の1995年時点ではまだ存命であり、亡くなったのは奇しくもゲームの設定年で香港返還前の1997年2月である。- 香港97 http://ja.wikipedia.org/wiki/%E9%A6%99%E6%B8%AF97
1124,98,その男性・木島は奇しくも空き家の近所に住み、森羅に刀のコレクションの買取を希望する依頼人・内田の将棋仲間だった。- C.M.B. 森羅博物館の事件目録 http://ja.wikipedia.org/wiki/C.M.B.%20%E6%A3%AE%E7%BE%85%E5%8D%9A%E7%89%A9%E9%A4%A8%E3%81%AE%E4%BA%8B%E4%BB%B6%E7%9B%AE%E9%8C%B2
1125,127,F-104退役後はT-4に割り当てられ、T-4「25-5680」が、入間基地航空総隊司令部飛行隊所属の後、奇しくも現在百里基地第305飛行隊に連絡機として配備されている。- ファントム無頼 http://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A1%E3%83%B3%E3%83%88%E3%83%A0%E7%84%A1%E9%A0%BC
1126,121,奇しくも、この土山版も5話の単行本未収録エピソードを残しての刊行停止となったが、2011年11月に成井版を上巻、土山版を下巻とする形で35年掛かりの完全版として復刻された。- 宇宙鉄人キョーダイン http://ja.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E9%89%84%E4%BA%BA%E3%82%AD%E3%83%A7%E3%83%BC%E3%83%80%E3%82%A4%E3%83%B3
1127,66, 奇しくも登場人物が犬という設定が『名探偵ホームズ』より前に企画されていた。- 押井守 http://ja.wikipedia.org/wiki/%E6%8A%BC%E4%BA%95%E5%AE%88
1128,116,北日本放送では、当番組の前の18001830に『小堺一機と渡辺美里のスーパーオフショット』が放送されており、奇しくも”コサキン”が番組として並んだ形となっている。- カンコンキンシアター http://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%B3%E3%82%B3%E3%83%B3%E3%82%AD%E3%83%B3%E3%82%B7%E3%82%A2%E3%82%BF%E3%83%BC
1129,88, モデルは大工大高→専修大学の仲宗根弘明。奇しくも平尾と仲宗根は後に全日本代表としてチームメイトになっている。- スクール☆ウォーズ http://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%AF%E3%83%BC%E3%83%AB%E2%98%86%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BA
1130,90,良心の呵責から自暴自棄になったケヴィンはシズの導きにより、奇しくも自らが探していたコウモリの絵との再会を果たす。- BILLY BAT http://ja.wikipedia.org/wiki/BILLY%20BAT
1131,135,ところが肝臓移植手術中に大量出血を起こしてショック症状に陥る事態が発生、治療の甲斐なく5月13日17時（現地時間では16時）に死去した。奇しくもこの日は、16年前にAWA世界ヘビー級王座から陥落した日であった。- ジャンボ鶴田 http://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%9C%E9%B6%B4%E7%94%B0
1132,143,彼に自室を隠れ家として提供し、奇妙な共同生活を送り始める。しばらくの後、巴は自分の親殺しの罪を告白する。奇しくも蒼崎橙子から似たような事件の詳細を聞いていた式は、巴と共に臙条家のある小川マンションへ向かう。- 空の境界 http://ja.wikipedia.org/wiki/%E7%A9%BA%E3%81%AE%E5%A2%83%E7%95%8C
1133,99,2000年には内藤國雄九段も受賞している（公式戦1000勝）。谷川の次の受賞者（1年半後）は、奇しくも同じ名前の伊東浩司（陸上短距離）である。- 谷川浩司 http://ja.wikipedia.org/wiki/%E8%B0%B7%E5%B7%9D%E6%B5%A9%E5%8F%B8
1134,405,"ホーム開催での無敗記録が62でストップ（無敗記録はコパ・アメリカ1975年大会でサッカーペルー代表|ペルーに13で敗れたのを最後に続いていたが、奇しくもこの試合もミネイロンで開催されていた<ref name=\""NYTSummary\"">{{cite news |last=Klein |first=Jeff |url=http//www.nytimes.com/interactive/2014/07/08/sports/worldcup/world-cup-brazil-vs-germany.html |title=World Cup 2014 Germany Defeats Brazil, 71 |date=8 July 2014 |accessdate=8 July 2014 |work=The New York Times}}。- ミネイロンの惨劇 http://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%8D%E3%82%A4%E3%83%AD%E3%83%B3%E3%81%AE%E6%83%A8%E5%8A%87"
